name,email,website,mkto_id,sfdc_id
"Nolan Rick",Nolan.Rick@chase.com,www.chase.com,1222,232
"Thompson Bennie G.",Thompson.Bennie.G@ibm.com,www.ibm.com,1224,234
"Harper Gregg",Harper.Gregg@cardinalhealth.com,www.cardinalhealth.com,1225,235
"Palazzo Steven",Palazzo.Steven@boeing.com,www.boeing.com,1226,236
"Wagner Ann",Wagner.Ann@amazon.com,www.amazon.com,1228,238
"Hartzler Vicky",Hartzler.Vicky@microsoft.com,www.microsoft.com,1230,240
"Cleaver Emanuel",Cleaver.Emanuel@us.pg.com,www.us.pg.com,1231,241
"Smith Jason",Smith.Jason@walgreens.com,www.walgreens.com,1234,244
"Smith Adrian",Smith.Adrian@burlington.com,www.burlington.com,1237,247
"Titus Dina",Titus.Dina@dickenson-consulting.com,www.dickenson-consulting.com,1238,248
"Rosen Jacky",Rosen.Jacky@uos.com,www.uos.com,1240,250
"Kihuen Ruben J.",Kihuen.Ruben.J@universityofarizona.com,www.universityofarizona.com,1241,251
"Norcross Donald",Norcross.Donald@mobil.com,www.mobil.com,1244,254
"Smith Chris",Smith.Chris@apple.com,www.apple.com,1247,257
"Pallone Jr. Frank",Pallone.Jr.Frank@ge.com,www.ge.com,1249,259
"Lance Leonard",Lance.Leonard@ford.com,www.ford.com,1250,260
"Sires Albio",Sires.Albio@cvshealth.com,www.cvshealth.com,1251,261
"Pascrell Jr. Bill",Pascrell.Jr..Bill@mckesson.com,www.mckesson.com,1252,262
"Lujan Grisham Michelle",Lujan.Grisham.Michelle@verizon.net,www.verizon.net,1256,266
"Pearce Steve",Pearce.Steve@fanniemae.com,www.fanniemae.com,1257,267
"Lujan Ben R.",Lujan.Ben.R@costco.com,www.costco.com,1258,268
"Suozzi Thomas",Suozzi.Thomas@chase.com,www.chase.com,1261,271
"Rice Kathleen",Rice.Kathleen@bankofamerica.com,www.bankofamerica.com,1262,272
"Meng Grace",Meng.Grace@cardinalhealth.com,www.cardinalhealth.com,1264,274
"Velazquez Nydia M.",Velazquez.Nydia.M@boeing.com,www.boeing.com,1265,275
"Jeffries Hakeem",Jeffries.Hakeem@citi.com,www.citi.com,1266,276
"Nadler Jerrold",Nadler.Jerrold@wellsfargo.com,www.wellsfargo.com,1268,278
"Donovan Daniel",Donovan.Daniel@microsoft.com,www.microsoft.com,1269,279
"Maloney Carolyn",Maloney.Carolyn@us.pg.com,www.us.pg.com,1270,280
"Espaillat Adriano",Espaillat.Adriano@homedepot.com,www.homedepot.com,1271,281
"Engel Eliot",Engel.Eliot@intel.com,www.intel.com,1274,284
"Maloney Sean Patrick",Maloney.Sean.Patrick@burlington.com,www.burlington.com,1276,286
"Faso John",Faso.John@dickenson-consulting.com,www.dickenson-consulting.com,1277,287
"Tenney Claudia",Tenney.Claudia@universityofarizona.com,www.universityofarizona.com,1280,290
"Slaughter Louise",Slaughter.Louise@mobil.com,www.mobil.com,1283,293
"Collins Chris",Collins.Chris@berkshirehathaway.com,www.berkshirehathaway.com,1285,295
"Butterfield G.K.",Butterfield.G.K.@apple.com,www.apple.com,1286,296
"Price David",Price.David@ford.com,www.ford.com,1289,299
"Foxx Virginia",Foxx.Virginia@cvshealth.com,www.cvshealth.com,1290,300
"Rouzer David",Rouzer.David@att.com,www.att.com,1292,302
"Hudson Richard",Hudson.Richard@valero.com,www.valero.com,1293,303
"Meadows Mark",Meadows.Mark@fanniemae.com,www.fanniemae.com,1296,306
"Sablan Gregorio",Sablan.Gregorio@chase.com,www.chase.com,1300,310
"Chabot Steve",Chabot.Steve@bankofamerica.com,www.bankofamerica.com,1301,311
"Wenstrup Brad",Wenstrup.Brad@ibm.com,www.ibm.com,1302,312
"Turner Michael",Turner.Michael@homedepot.com,www.homedepot.com,1310,320
"Fudge Marcia L.",Fudge.Marcia.L@adm.com,www.adm.com,1311,321
"Tiberi Pat",Tiberi.Pat@walgreens.com,www.walgreens.com,1312,322
"Joyce David",Joyce.David@edgecomm.com,www.edgecomm.com,1314,324
"Stivers Steve",Stivers.Steve@burlington.com,www.burlington.com,1315,325
"Mullin Markwayne",Mullin.Markwayne@uos.com,www.uos.com,1318,328
"Russell Steve",Russell.Steve@walmart.com,www.walmart.com,1321,331
"Walden Greg",Walden.Greg@chevron.com,www.chevron.com,1323,333
"DeFazio Peter",DeFazio.Peter@apple.com,www.apple.com,1325,335
"Evans Dwight",Evans.Dwight@ford.com,www.ford.com,1328,338
"Perry Scott",Perry.Scott@mckesson.com,www.mckesson.com,1330,340
"Meehan Pat",Meehan.Pat@unitedhealthgroup.com,www.unitedhealthgroup.com,1333,343
"Shuster Bill",Shuster.Bill@fanniemae.com,www.fanniemae.com,1335,345
"Marino Tom",Marino.Tom@costco.com,www.costco.com,1336,346
"Barletta Lou",Barletta.Lou@hp.com,www.hp.com,1337,347
"Boyle Brendan",Boyle.Brendan@chase.com,www.chase.com,1339,349
"Dent Charles W.",Dent.Charles.W.@ibm.com,www.ibm.com,1341,351
"Cartwright Matthew",Cartwright.Matthew@boeing.com,www.boeing.com,1343,353
"Murphy Tim",Murphy.Tim@citi.com,www.citi.com,1344,354
"Duncan Jeff",Duncan.Jeff@adm.com,www.adm.com,1350,360
"Clyburn James E.",Clyburn.James.E.@intel.com,www.intel.com,1352,362
"Noem Kristi",Noem.Kristi@burlington.com,www.burlington.com,1354,364
"Duncan Jr. John J.",Duncan.Jr..John.J.@grandhotels.com,www.grandhotels.com,1356,366
"Fleischmann Chuck",Fleischmann.Chuck@uos.com,www.uos.com,1357,367
"DesJarlais Scott",DesJarlais.Scott@universityofarizona.com,www.universityofarizona.com,1358,368
"Cooper Jim",Cooper.Jim@uos.com,www.uos.com,1359,369
"Black Diane",Black.Diane@walmart.com,www.walmart.com,1360,370
"Poe Ted",Poe.Ted@gm.com,www.gm.com,1365,375
"Culberson John",Culberson.John@att.com,www.att.com,1370,380
"Brady Kevin",Brady.Kevin@valero.com,www.valero.com,1371,381
"Green Al",Green.Al@unitedhealthgroup.com,www.unitedhealthgroup.com,1372,382
"McCaul Michael T.",McCaul.Michael.T.@verizon.net,www.verizon.net,1373,383
"Conaway K. Michael",Conaway.K..Michael@fanniemae.com,www.fanniemae.com,1374,384
"Granger Kay",Granger.Kay@costco.com,www.costco.com,1375,385
"Smith Lamar",Smith.Lamar@amazon.com,www.amazon.com,1384,394
"Hurd Will",Hurd.Will@microsoft.com,www.microsoft.com,1386,396
"Williams Roger",Williams.Roger@homedepot.com,www.homedepot.com,1388,398
"Green Gene",Green.Gene@edgecomm.com,www.edgecomm.com,1392,402
"Vela Filemon",Vela.Filemon@universityofarizona.com,www.universityofarizona.com,1397,407
"Babin Brian",Babin.Brian@walmart.com,www.walmart.com,1399,409
"Stewart Chris",Stewart.Chris@chevron.com,www.chevron.com,1401,411
"Love Mia",Love.Mia@apple.com,www.apple.com,1403,413
"Welch Peter",Welch.Peter@gm.com,www.gm.com,1404,414
"McEachin A. Donald",McEachin.A..Donald@att.com,www.att.com,1409,419
"Beyer Don",Beyer.Don@fanniemae.com,www.fanniemae.com,1413,423
"Griffith Morgan",Griffith.Morgan@costco.com,www.costco.com,1414,424
"Herrera Beutler Jaime",Herrera.Beutler.Jaime@ibm.com,www.ibm.com,1419,429
"Smith Adam",Smith.Adam@microsoft.com,www.microsoft.com,1425,435
"McKinley David",McKinley.David@homedepot.com,www.homedepot.com,1427,437
